,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
603,Chevrolet Beat Diesel LT,2012,175218.6194897738,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
604,Hyundai EON Magna Plus,2013,209027.88094150016,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
605,Tata Safari DICOR 2.2 EX 4x2,2015,650305.5633936941,60000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0
606,Honda Amaze V CVT Petrol BSIV,2019,1004334.5085097394,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0
607,Tata Indica V2 eLS,2014,257293.92835336106,90000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
608,Mitsubishi Lancer 2.0 GLd,2008,212067.70607701386,120000,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5.0
609,Datsun RediGO 1.0 S,2018,359290.3103866573,7000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
610,Hyundai i20 Active 1.2 SX with AVN,2016,331818.7235258837,120000,Petrol,Individual,Manual,Second Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
611,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1865605.716062736,120000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0
612,Tata Indica GLS BS IV,2007,94990.05349514158,38000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1193 CC,65.3 bhp,102Nm@ 2600rpm,5.0
613,Mahindra Scorpio 2.6 DX,2003,269298.20683606714,120000,Diesel,Individual,Manual,Third Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8.0
614,Mahindra XUV500 W6 2WD,2013,769423.0259800759,18000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
615,Hyundai Verna VTVT 1.6 SX,2018,850446.7383314858,13887,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0
616,Renault KWID RXT,2017,322818.94349847944,28000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
617,Maruti Omni MPI STD BSIV,2016,186336.73454343848,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5.0
618,Hyundai EON Era Plus,2014,232469.6229821047,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
619,Maruti Alto 800 LXI,2018,378034.32202257926,30000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
620,Maruti Baleno Delta 1.2,2018,615252.4999873687,30000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
621,Chevrolet Sail LT ABS,2014,293109.6437915279,38000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5.0
622,Tata Indigo LX,2004,108151.45998901736,60000,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0
623,Hyundai EON Magna Optional,2013,189731.7264600468,40000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
624,Volkswagen Ameo 1.2 MPI Comfortline,2016,350091.6103051224,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0
625,Tata Sumo MKII Turbo 2.0 LX,2010,300897.61953819107,90000,Diesel,Individual,Manual,First Owner,14.0 kmpl,1948 CC,90 bhp,190Nm@ 2000-3000,9.0
626,Maruti 800 AC,2006,65222.68733576369,40000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
627,Hyundai i20 Sportz 1.4 CRDi,2015,536082.9431577057,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
628,Maruti Ertiga 1.5 VDI,2018,1146445.6479341849,59000,Diesel,Individual,Manual,First Owner,24.2 kmpl,1498 CC,93.87 bhp,225Nm@ 1500-2500rpm,7.0
629,Renault KWID RXT,2016,270664.0853506824,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
630,Maruti Swift Dzire VXI 1.2,2018,619859.7156217385,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
631,Chevrolet Enjoy 1.3 TCDi LS 7,2016,353842.47949324426,110000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7.0
632,Maruti Zen Estilo LXI BS IV,2010,201041.81624650376,55000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
633,Nissan Micra Active XV S,2015,307570.30817994813,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0
634,Hyundai Sonata CRDi M/T,2010,399852.57900594873,120000,Diesel,Individual,Manual,Second Owner,11.8 kmpl,1991 CC,150 bhp,32.1kgm@ 2000rpm,5.0
635,Toyota Etios VX,2017,689626.3779399213,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0
636,Mahindra Supro LX 8 Str,2018,455746.7943075557,50000,Diesel,Individual,Manual,First Owner,23.5 kmpl,909 CC,45 bhp,98Nm@ 1600-3000rpm,8.0
637,Hyundai Verna 1.6 CRDi S,2016,819503.5428624795,80000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
638,Toyota Camry 2.5 Hybrid,2016,1271703.8388009304,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
639,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,407464.39741216437,140000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
640,Hyundai EON Magna Plus,2013,171713.31621425287,68697,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
641,Hyundai i20 1.4 CRDi Sportz,2011,336806.2134490807,116500,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
642,Maruti Ritz VXi,2012,295536.9612802023,40000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0
643,Mitsubishi Pajero Sport Anniversary Edition,2015,1123993.203392615,160000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7.0
644,Toyota Camry 2.5 Hybrid,2016,1271703.8388009304,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
645,Maruti Baleno Alpha CVT,2017,547396.0613319525,51000,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
646,Ford Fiesta 1.4 SXi TDCi ABS,2010,188565.07913465737,170000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0
647,Tata Nano Cx,2011,61406.7088082702,25000,Petrol,Individual,Manual,Second Owner,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4.0
648,Hyundai i20 Asta 1.2,2018,599597.1641154385,28451,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
649,Maruti Eeco CNG 5 Seater AC BSIV,2017,503897.85226867296,60000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0
650,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,837050.2814667447,60000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
651,Maruti Ciaz Zeta,2018,789623.4527885094,64000,Petrol,Dealer,Manual,First Owner,20.65 kmpl,1462 CC,103.25 bhp,138Nm@ 4400rpm,5.0
652,Honda Jazz VX,2016,492387.1557670342,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
653,Jeep Compass 2.0 Limited 4X4,2017,1574398.400987095,32000,Diesel,Individual,Manual,First Owner,16.3 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
654,Toyota Fortuner 2.8 2WD AT BSIV,2018,2912247.2945896243,100000,Diesel,Dealer,Automatic,First Owner,12.9 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0
655,Maruti Swift AMT ZXI,2018,666362.5508674234,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
656,Honda City i VTEC VX Option,2016,649444.7835949871,16151,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
657,Maruti Zen Estilo VXI BSIII,2007,151617.21122207723,74800,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
658,Skoda Rapid 1.6 MPI AT Elegance,2016,539105.1345243193,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
659,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,838368.3097705445,65000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
660,Hyundai Sonata 2.0L CRDi MT,2009,399464.4878922684,180000,Diesel,Individual,Manual,First Owner,13.6 kmpl,1991 CC,142 bhp,"33@ 2,000-2,680(kgm@ rpm)",5.0
661,Maruti Wagon R LXI,2013,277430.98482324084,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
662,Maruti Swift VDI Optional,2017,648600.1789516142,58559,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
663,Hyundai i20 Asta Option 1.4 CRDi,2016,642928.6985161495,53000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
664,Tata New Safari DICOR 2.2 EX 4x2,2008,327916.68209655833,120000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
665,Maruti Alto 800 LXI,2017,310696.4523112475,40000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
666,Mahindra TUV 300 mHAWK100 T8,2017,849169.1413003432,40000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
667,Maruti Ertiga ZDI,2012,415277.06452271104,96000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0
668,Maruti Swift VDI,2018,776543.537144561,46000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
669,Maruti Swift Dzire Tour LDI,2017,653853.1845817164,28832,Diesel,Dealer,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
670,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,679855.9107685969,70000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0
671,Honda Jazz VX CVT,2019,915475.7495295643,3100,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
672,Maruti 800 Std BSII,2004,53379.89309794696,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
673,Chevrolet Beat Diesel LS,2013,189477.86372802735,68000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
674,Hyundai Santro Xing GLS LPG,2010,187911.23403630484,70000,LPG,Individual,Manual,Third Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
675,Maruti Baleno Alpha 1.3,2017,621278.2183351744,71000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
676,Hyundai Grand i10 Nios Sportz,2020,1285058.6697026354,2000,Petrol,Dealer,Manual,First Owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
677,Tata Zest Quadrajet 1.3 XM,2016,365940.3455243625,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5.0
678,Maruti Vitara Brezza ZDi Plus,2019,1095192.9380415096,40000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
679,Maruti Vitara Brezza VDi Option,2018,834025.3225984438,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
680,Maruti Swift Dzire 1.2 Lxi BSIV,2009,181892.49724424366,160000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
681,Hyundai Verna 1.6 SX,2011,472371.7828153087,221889,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
682,Hyundai Verna 1.6 VTVT AT SX,2017,733510.162816503,15000,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0
683,Hyundai i20 1.4 CRDi Sportz,2011,336806.2134490807,116500,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
684,Renault Triber RXZ BSIV,2019,749919.5395890623,5000,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0
685,Hyundai Xcent 1.2 VTVT S,2017,480494.00703770097,25000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
686,Maruti Vitara Brezza VDi,2016,587401.8797897259,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
687,Hyundai i20 1.4 CRDi Asta,2011,310760.20141906716,100000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
688,Maruti Celerio ZXI,2014,284644.36392568756,48000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
689,Mahindra KUV 100 mFALCON G80 K6 AW,2017,343484.6500769152,5000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0
690,Toyota Innova 2.5 V Diesel 8-seater,2006,333506.27577771497,270000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
691,Maruti A-Star Vxi,2009,164000.94965918435,95000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
692,Hyundai Grand i10 1.2 CRDi Asta,2017,577489.8444736114,60000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0
693,Tata Nano Cx BSIII,2012,68312.92501966195,40000,Petrol,Individual,Manual,Second Owner,25.4 kmpl,624 CC,38 bhp,51Nm@ 4000+/-500rpm,4.0
694,Maruti Eeco CNG 5 Seater AC BSIV,2014,315228.2150715689,70000,CNG,Individual,Manual,Second Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0
695,Renault Duster 85PS Diesel RxL Optional,2013,340598.1009868086,80000,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
696,Maruti Celerio VXi AMT,2019,735659.3011457744,9000,Petrol,Dealer,Automatic,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
697,Hyundai i20 Sportz 1.4 CRDi,2014,436030.77146952436,70000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
698,Honda City i DTEC SV,2014,540752.6860706487,97000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
699,Mahindra KUV 100 mFALCON D75 K8,2016,402863.15618339553,100000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
700,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,425176.7178459954,25000,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0
701,Mahindra Xylo H9,2014,574354.3027491418,95000,Diesel,Individual,Manual,Second Owner,14.02 kmpl,2179 CC,118.3 bhp,280Nm@ 2400-2800rpm,8.0
702,Maruti Vitara Brezza ZDi,2018,875314.6819217902,58511,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
703,Maruti Wagon R Stingray VXI,2013,255161.7017937471,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
704,Renault Duster 110PS Diesel RxZ,2012,349399.47517061065,110000,Diesel,Individual,Manual,Third Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
705,Mahindra Bolero 2011-2019 DI - AC BS III,2016,568852.2484253633,72000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
706,Maruti Wagon R LXI,2004,120041.29524504549,120000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
707,Maruti Vitara Brezza LDi Option,2016,587401.8797897259,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
708,Mahindra Xylo E4,2009,380503.43000281777,300000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0
709,Mahindra Bolero 2011-2019 Special Edition,2015,504183.46522021625,40000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
710,Tata Safari Storme EX,2015,658668.0626971823,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
711,Hyundai i20 1.4 CRDi Era,2012,370187.849882889,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
712,Maruti Swift VXI Optional,2015,386148.1354084732,30000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
713,Hyundai Verna 1.6 CRDi S,2015,661034.5297774938,80000,Diesel,Individual,Manual,Second Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
714,Hyundai i10 Sportz AT,2010,192984.44767139904,110000,Petrol,Individual,Automatic,Third Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
715,Hyundai i20 Active 1.4 SX with AVN,2016,605514.535559584,40000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0
716,Maruti Wagon R Stingray VXI,2014,279585.2451978685,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
717,Chevrolet Beat LT,2012,184370.7517256487,120000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0
718,Ford Fiesta Classic 1.4 Duratorq LXI,2013,307606.86558394047,69000,Diesel,Dealer,Manual,First Owner,18.6 kmpl,1388 CC,67 bhp,160Nm@ 2000rpm,5.0
719,Toyota Innova 2.5 VX 7 STR,2011,498472.75189317134,250000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
720,Maruti Alto STD,2009,130599.39419453485,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
721,Maruti SX4 ZDI Leather,2012,290844.23527157615,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0
722,Nissan Micra Diesel XV,2011,240465.17364611832,110000,Diesel,Individual,Manual,Third Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0
723,Hyundai i20 2015-2017 Sportz 1.2,2017,477505.9676225987,13000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
724,Hyundai Verna 1.6 SX,2012,476043.0926087351,128000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
725,Maruti Alto 800 LXI,2018,378034.32202257926,30000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
726,Mahindra TUV 300 T4 Plus,2018,1003174.3597186639,59736,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
727,Hyundai Verna CRDi SX ABS,2009,334684.12656739255,120000,Diesel,Individual,Manual,First Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0
728,Maruti Alto 800 VXI Plus,2020,757156.6298990535,15000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
729,Maruti Ertiga VDI,2015,688355.8798218805,60000,Diesel,Dealer,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0
730,Ford Figo Diesel EXI,2011,253640.7011356659,90400,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
731,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,615991.873347305,145000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8.0
732,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,519074.5072467574,120000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
733,Volkswagen Polo Diesel Highline 1.2L,2012,283903.92474730965,74000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0
734,Volkswagen Vento Diesel Highline,2011,380939.59127346345,69000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
735,Jaguar XF 2.0 Diesel Portfolio,2017,2615481.673221935,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
736,Maruti Ciaz 1.3 Alpha,2018,845248.8461850086,82000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
737,Mahindra NuvoSport N8 AMT,2016,721440.506548542,50000,Diesel,Individual,Automatic,First Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
738,Volkswagen Ameo 1.5 TDI Comfortline,2018,1006206.04664318,18000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0
739,Maruti Swift VDI,2013,393938.3578912083,24019,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
740,Toyota Innova 2.5 GX 7 STR,2012,484136.2410658205,162000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
741,Hyundai i10 Sportz,2013,259783.48159332838,70000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
742,Toyota Etios V,2011,283036.05053937086,167000,Petrol,Individual,Manual,First Owner,,,,,
743,Skoda Fabia 1.2L Diesel Elegance,2011,213198.22521913267,265000,Diesel,Individual,Manual,Second Owner,20.86 kmpl,1199 CC,75 bhp,180Nm@ 2000rpm,5.0
744,BMW X1 sDrive 20d Sportline,2018,3454710.5509287454,27000,Diesel,Dealer,Automatic,First Owner,17.05 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0
745,BMW X1 sDrive20d,2011,1463302.8226915414,50000,Diesel,Individual,Automatic,First Owner,17.05 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0
746,Tata Indigo CS LX (TDI) BS-III,2015,238549.261070752,80000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0
747,Maruti Swift Dzire VXI 1.2,2019,809935.4329806586,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
748,Tata Indigo CS LX (TDI) BS-III,2013,190307.8347383073,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0
749,Maruti Swift Dzire VDI,2014,396743.5066429758,110000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
750,Hyundai i10 Magna LPG,2012,318114.05194447003,30000,LPG,Individual,Manual,First Owner,19.2 km/kg,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
